"specificEpithet","decimalLatitude","decimalLongitude"
"rufocinctus",37.84917,-106.9258
"rufocinctus",38.545826,-106.92532
"rufocinctus",38.88333,-106.9431
"rufocinctus",39.09917,-106.94083
"rufocinctus",40.35333,-106.9181
"rufocinctus",44.31898,-106.94241
"rufocinctus",37.08199,-106.8281
"rufocinctus",38.69371,-106.84615
"rufocinctus",39.183333,-106.816667
"rufocinctus",40.485,-106.832
"rufocinctus",36.611684,-106.714161
"rufocinctus",37.205,-106.729
"rufocinctus",40.478267,-106.723402
"rufocinctus",38.527114,-106.621059
"rufocinctus",38.56667,-106.6111
"rufocinctus",40.060003,-106.561917
"rufocinctus",40.56,-106.5995
"rufocinctus",35.8783,-106.5014
"rufocinctus",46.27444,-106.44475
"rufocinctus",39.978,-106.353
"rufocinctus",34.7689,-106.3285
"rufocinctus",40.859697,-106.313084
"rufocinctus",42.86663,-106.31308
"rufocinctus",39.2508,-106.2925
"rufocinctus",40.028,-106.283
"rufocinctus",40.06083,-106.2911
"rufocinctus",40.761,-106.281
"rufocinctus",38.189949,-106.224697
"rufocinctus",38.84222,-106.2419
"rufocinctus",40.993,-106.213
"rufocinctus",41.3645,-106.24
"rufocinctus",38.27528,-106.19889
"rufocinctus",39.7184,-106.1513
"rufocinctus",41.32129,-106.15729
"rufocinctus",38.42222,-106.0864
"rufocinctus",39.2247,-106.0768
"rufocinctus",38.53472,-105.9983
"rufocinctus",38.83969,-105.98926
"rufocinctus",38.2486,-105.9486
"rufocinctus",40.08611,-105.9389
"rufocinctus",39.3772,-105.801
"rufocinctus",38.36556,-105.7572
"rufocinctus",32.95731,-105.74248
"rufocinctus",33.3425,-105.749
"rufocinctus",33.55806,-105.7072
"rufocinctus",39.6958,-105.725
"rufocinctus",40.3333,-105.7083
"rufocinctus",33.3414,-105.666
"rufocinctus",39.5975,-105.641
"rufocinctus",39.6753,-105.6006
"rufocinctus",39.99415,-105.63387
"rufocinctus",40.057658,-105.603287
"rufocinctus",40.3533,-105.603
"rufocinctus",37.75444,-105.5586
"rufocinctus",38.9979,-105.551
"rufocinctus",39.82972,-105.55277
"rufocinctus",39.905,-105.58861
"rufocinctus",40.0111,-105.5797
"rufocinctus",40.5614,-105.5971
"rufocinctus",41.0409,-105.5635
"rufocinctus",41.1732,-105.5823
"rufocinctus",41.35484,-105.5911
"rufocinctus",38.1543,-105.5394
"rufocinctus",39.7425,-105.514
"rufocinctus",39.7727,-105.5148
"rufocinctus",39.8865,-105.5049
"rufocinctus",39.94758,-105.52733
"rufocinctus",39.96139,-105.5103
"rufocinctus",40.046,-105.516
"rufocinctus",40.0722,-105.5078
"rufocinctus",40.1432,-105.5046
"rufocinctus",40.194,-105.526
"rufocinctus",40.3772,-105.5211
"rufocinctus",40.4302,-105.5076
"rufocinctus",38.1347,-105.466
"rufocinctus",39.91,-105.482
"rufocinctus",39.9501,-105.4928
"rufocinctus",40.0415,-105.4676
"rufocinctus",40.121,-105.473
"rufocinctus",40.155,-105.4639
"rufocinctus",40.39361,-105.4942
"rufocinctus",41.2604,-105.4602
"rufocinctus",38.41452,-105.41377
"rufocinctus",40.0348,-105.4154
"rufocinctus",40.138,-105.411
"rufocinctus",40.45389,-105.4486
"rufocinctus",39.9256,-105.3944
"rufocinctus",39.98432,-105.38882
"rufocinctus",40.0014,-105.3691
"rufocinctus",40.0612,-105.3866
"rufocinctus",41.23194,-105.38972
"rufocinctus",38.84271,-105.30937
"rufocinctus",38.851714,-105.304645
"rufocinctus",39.788,-105.325
"rufocinctus",39.9268,-105.3336
"rufocinctus",39.9969,-105.3087
"rufocinctus",40.015,-105.3266
"rufocinctus",40.094,-105.347
"rufocinctus",40.1107,-105.3067
"rufocinctus",38.87355,-105.2889
"rufocinctus",38.920636,-105.297646
"rufocinctus",39.894,-105.276
"rufocinctus",39.9325,-105.2769
"rufocinctus",39.956061,-105.258873
"rufocinctus",40.0232,-105.2727
"rufocinctus",40.095,-105.279
"rufocinctus",40.1399,-105.2808
"rufocinctus",40.225,-105.267
"rufocinctus",40.7833,-105.27
"rufocinctus",37.593,-105.203
"rufocinctus",39.2517,-105.2229
"rufocinctus",39.7325,-105.239
"rufocinctus",39.75278,-105.23389
"rufocinctus",39.8944,-105.2159
"rufocinctus",39.933,-105.227
"rufocinctus",39.95694,-105.23167
"rufocinctus",40.3446,-105.2383
"rufocinctus",37.8848,-105.1656
"rufocinctus",38.9417,-105.157
"rufocinctus",39.339198,-105.157056
"rufocinctus",39.8447,-105.1842
"rufocinctus",40.00393,-105.16917
"rufocinctus",39.2714,-105.1033
"rufocinctus",39.696,-105.126
"rufocinctus",39.7291,-105.148
"rufocinctus",37.320301,-105.073612
"rufocinctus",38.061,-105.094
"rufocinctus",39.21074,-105.0564
"rufocinctus",39.4356,-105.076
"rufocinctus",40.01394,-105.09785
"rufocinctus",40.58528,-105.0839
"rufocinctus",40.94427,-105.08469
"rufocinctus",37.152,-105.017
"rufocinctus",38.9001,-104.9933
"rufocinctus",40.05111,-104.9825
"rufocinctus",40.704,-104.954
"rufocinctus",37.394,-104.92
"rufocinctus",38.79776,-104.88625
"rufocinctus",38.8307,-104.8818
"rufocinctus",39.18841,-104.84375
"rufocinctus",37.7415,-104.7985
"rufocinctus",39.20869,-104.775
"rufocinctus",39.363,-104.67
"rufocinctus",38.73946,-104.64297
"rufocinctus",39.23441,-104.62062
"rufocinctus",45.7877,-104.5522
"rufocinctus",37.03194,-104.50417
"rufocinctus",45.0231,-104.4119
"rufocinctus",36.98333,-104.38333
"rufocinctus",44.13633,-104.10657
"rufocinctus",42.74333,-103.91472
"rufocinctus",44.1319,-103.8738
"rufocinctus",42.75806,-103.82278
"rufocinctus",42.83562,-103.8475
"rufocinctus",44.0276,-103.8411
"rufocinctus",43.930202,-103.74861
"rufocinctus",44.024604,-103.702713
"rufocinctus",44.37667,-103.7292
"rufocinctus",44.41667,-103.70833
"rufocinctus",46.9139,-103.7355
"rufocinctus",43.8699,-103.6609
"rufocinctus",44.66665,-103.66575
"rufocinctus",43.7736,-103.6104
"rufocinctus",44.46111,-103.63806
"rufocinctus",43.66438,-103.58942
"rufocinctus",43.7072,-103.5605
"rufocinctus",43.76667,-103.59833
"rufocinctus",43.9325,-103.57472
"rufocinctus",42.68444,-103.51056
"rufocinctus",43.932472,-103.494271
"rufocinctus",44.08056,-103.23056
"rufocinctus",47.47306,-102.86444
"rufocinctus",43.9097,-102.4107
"rufocinctus",43.8796,-102.2486
"rufocinctus",40.066667,-102.166667
"rufocinctus",43.7234,-102.1889
"rufocinctus",43.847,-102.1845
"rufocinctus",43.8521,-102.1753
"rufocinctus",43.7513,-101.9346
"rufocinctus",41.2067,-101.669
"rufocinctus",43.56139,-101.4147
"rufocinctus",48.2325,-101.29583
"rufocinctus",37.97722,-100.8628
"rufocinctus",47.49606,-100.8227
"rufocinctus",48.82722,-100.44528
